,precision,recall,f1-score,support
0,0.9838187702265372,0.9743589743589743,0.9790660225442834,312.0
1,1.0,1.0,1.0,51.0
2,1.0,1.0,1.0,53.0
3,1.0,1.0,1.0,122.0
4,0.936,0.9590163934426229,0.9473684210526315,122.0
accuracy,0.9803030303030303,0.9803030303030303,0.9803030303030303,0.9803030303030303
macro avg,0.9839637540453074,0.9866750735603194,0.9852868887193831,660.0
weighted avg,0.9805203883495145,0.9803030303030303,0.9803750703064203,660.0
